pond_id,culture_system,water_source,aeration_class,stocking_density_class,water_temperature_c,ph,do_min_night_mg_l,do_max_day_mg_l,salinity_ppt,ammonia_mg_l,nitrite_mg_l,alkalinity_mg_l,turbidity_index,avg_body_weight_g,biomass_density_kg_m2,feed_input_kg_day,fcr,survival_pct,daily_mortality_count,behavioral_stress_index,gut_condition_score,molting_irregularity_flag,growth_deviation_index,disease_risk_level,suspected_condition,treatment_applied,treatment_intensity_class,treatment_response_score,crop_health_status,harvest_viability_flag,economic_risk_index
177,Biofloc,Canal,High,High,30.76,7.48,5.35,7.46,22.0,0.177,0.07,106.9,58.3,15.37,2.11,77.3,1.69,79.0,3,8,1,1,1.04,Low,Environmental Stress,Carbon Dosing,4,0.92,Stable,1,0.58
232,Semi-intensive,Borewell,Medium,Low,26.9,8.1,4.3,8.0,25.4,0.3,0.788,123.4,28.1,18.54,1.21,93.2,1.85,78.8,6,8,1,0,0.79,Moderate,Growth Retardation,Probiotic,2,0.93,Failing,1,0.32
8,Biofloc,Borewell,Medium,High,28.36,7.58,4.58,6.96,19.6,0.324,0.513,107.9,23.0,25.45,1.65,150.2,1.12,76.5,7,2,3,0,1.2,High,Bacterial Load,Water Exchange,2,0.39,Failing,0,0.8
46,Intensive,Reservoir,Low,High,27.29,7.66,3.79,5.61,13.7,0.051,0.028,125.6,46.8,9.14,1.0,67.7,2.02,83.5,6,6,2,0,0.73,Moderate,Environmental Stress,Water Exchange,2,0.62,Stable,1,0.38
262,Intensive,Canal,Medium,Medium,29.62,7.46,3.51,7.58,16.4,0.3,0.375,161.2,24.0,11.23,1.98,95.7,1.92,91.4,3,5,4,0,1.02,Low,Multifactorial,None,1,0.78,Stable,0,0.27
181,Semi-intensive,Borewell,Medium,Low,26.45,7.74,4.1,7.71,10.1,0.241,0.284,96.5,43.0,25.37,1.76,97.7,1.6,88.3,2,3,4,1,0.72,Low,Bacterial Load,None,2,0.95,Failing,0,0.33
254,Semi-intensive,Canal,Medium,Medium,29.63,7.82,3.39,6.81,13.5,0.317,0.292,158.9,43.6,15.64,1.5,99.0,1.2,86.1,0,2,9,0,1.22,Moderate,Growth Retardation,Water Exchange,2,0.3,Stable,1,0.69
184,Semi-intensive,Borewell,High,Medium,29.53,8.14,5.37,7.98,29.9,0.189,0.681,142.8,48.2,16.85,1.38,115.3,1.48,88.9,6,9,9,1,1.18,Moderate,Multifactorial,Probiotic,4,0.46,Stable,1,0.7
256,Semi-intensive,Reservoir,High,High,26.97,8.32,3.99,5.61,19.2,0.303,0.382,119.7,21.6,8.44,1.48,149.9,2.05,74.0,0,4,4,0,1.24,Moderate,Parasitic Stress,None,3,0.7,Stressed,0,0.68
76,Semi-intensive,Borewell,High,High,26.75,7.92,5.25,8.12,24.9,0.265,0.577,172.0,43.1,12.43,2.08,157.9,1.61,68.4,2,8,5,0,1.25,Low,Environmental Stress,Water Exchange,3,0.37,Stressed,1,0.76
10,Semi-intensive,Canal,Medium,High,27.78,8.08,4.13,6.9,23.2,0.362,0.207,158.7,58.5,13.48,0.97,96.1,1.8,88.6,7,7,2,1,1.04,Moderate,Environmental Stress,Mineral Correction,1,0.8,Stressed,1,0.45
203,Biofloc,Reservoir,High,High,28.05,8.16,5.14,7.1,20.7,0.343,0.644,130.6,53.7,9.26,1.63,137.3,2.2,72.9,5,5,6,0,1.06,Moderate,Growth Retardation,Mineral Correction,3,0.97,Failing,1,0.87
214,Semi-intensive,Reservoir,High,Medium,29.03,7.45,3.71,6.22,9.9,0.109,0.417,102.2,27.2,12.94,1.21,104.4,1.13,71.0,0,9,4,0,0.8,Low,Growth Retardation,None,4,0.42,Stable,1,0.59
222,Intensive,Reservoir,Low,High,31.04,8.26,2.85,5.86,10.5,0.378,0.522,172.7,34.1,22.88,2.2,60.7,2.19,79.4,6,1,8,0,1.15,High,Bacterial Load,Mineral Correction,2,0.35,Stable,0,0.36
125,Intensive,Canal,High,Medium,27.21,7.49,3.66,7.15,15.4,0.058,0.157,147.4,34.7,19.84,1.96,120.2,1.7,75.1,4,4,6,1,1.28,Low,Environmental Stress,Water Exchange,2,0.47,Stable,1,0.66
41,Semi-intensive,Borewell,High,Low,30.29,8.35,3.04,6.44,27.0,0.225,0.356,92.4,42.8,14.74,0.66,87.0,1.36,68.8,0,8,3,0,1.4,Low,Environmental Stress,Carbon Dosing,3,0.8,Stressed,1,0.56
243,Biofloc,Canal,High,High,26.97,8.27,3.6,6.08,20.6,0.201,0.303,93.4,38.8,26.3,1.39,80.1,1.85,83.6,0,1,8,0,1.24,Low,Environmental Stress,Mineral Correction,4,0.34,Stable,0,0.21
39,Semi-intensive,Borewell,Low,High,26.77,7.4,3.59,5.69,9.7,0.183,0.113,134.6,54.5,10.4,0.6,162.0,1.99,87.1,0,6,7,0,1.27,Low,Environmental Stress,Water Exchange,3,0.72,Stable,0,0.24
41,Semi-intensive,Reservoir,Medium,High,27.6,8.24,3.81,5.79,17.0,0.088,0.76,100.6,53.9,22.93,0.82,169.2,2.31,61.4,2,3,9,0,0.77,Moderate,Multifactorial,Mineral Correction,3,0.61,Stable,0,0.47
193,Biofloc,Borewell,Low,Low,31.52,8.01,3.23,7.29,9.8,0.055,0.665,129.2,35.0,16.49,2.0,146.4,1.48,87.3,6,9,2,0,0.81,High,Bacterial Load,Carbon Dosing,3,0.98,Failing,0,0.36
3,Intensive,Canal,Medium,Medium,28.66,8.03,4.31,7.32,23.7,0.198,0.143,88.0,20.5,9.61,1.89,69.6,2.18,86.6,5,8,3,0,1.06,Low,Parasitic Stress,Carbon Dosing,3,0.66,Stable,0,0.24
90,Semi-intensive,Reservoir,Medium,Medium,29.44,7.34,5.01,7.28,25.6,0.207,0.526,152.9,21.6,23.29,1.97,166.5,2.03,76.6,3,2,2,0,1.04,Low,Multifactorial,Carbon Dosing,2,0.43,Stressed,1,0.49
11,Semi-intensive,Reservoir,High,High,29.35,7.86,4.07,6.48,22.2,0.344,0.157,135.4,23.6,9.5,0.6,146.3,1.47,79.7,3,9,2,0,1.18,Low,Parasitic Stress,Mineral Correction,1,0.93,Stable,0,0.82
173,Biofloc,Canal,Medium,Medium,28.73,7.47,5.4,8.14,25.6,0.151,0.076,179.7,44.8,15.71,1.62,112.0,1.38,68.4,6,1,9,1,0.71,Low,Environmental Stress,None,2,0.53,Failing,1,0.84
15,Semi-intensive,Reservoir,Medium,High,30.42,7.58,3.47,7.35,12.5,0.41,0.818,95.7,32.3,17.67,1.82,165.0,2.09,63.9,5,9,8,0,0.83,High,Growth Retardation,Carbon Dosing,3,0.7,Failing,0,0.73
143,Intensive,Borewell,High,Low,31.92,7.67,4.03,6.85,22.7,0.46,0.608,80.6,50.7,27.88,0.97,119.1,1.4,94.3,4,3,1,0,0.72,Moderate,Environmental Stress,None,4,0.74,Failing,0,0.87
216,Intensive,Canal,Medium,Medium,26.33,7.9,2.91,6.79,17.8,0.027,0.633,120.2,38.9,12.9,1.96,92.8,1.1,71.7,4,7,6,0,0.98,Moderate,Multifactorial,Probiotic,4,0.65,Failing,0,0.22
220,Biofloc,Reservoir,High,Medium,27.46,8.12,5.18,5.58,23.7,0.357,0.487,150.4,35.5,20.44,1.6,167.0,1.13,89.7,3,2,1,0,0.97,Low,Parasitic Stress,Mineral Correction,1,0.31,Failing,1,0.75
159,Intensive,Canal,Medium,Low,29.05,7.23,3.86,6.38,11.6,0.272,0.272,89.4,46.2,16.48,0.7,175.3,2.31,70.0,2,6,7,0,1.13,Low,Parasitic Stress,Carbon Dosing,1,0.88,Stressed,1,0.79
17,Intensive,Reservoir,High,Medium,31.63,7.31,4.24,6.7,21.8,0.19,0.673,175.1,24.8,12.76,0.91,100.0,1.92,65.0,0,8,7,0,0.76,Low,Growth Retardation,Carbon Dosing,1,0.62,Failing,1,0.57
78,Biofloc,Reservoir,Medium,High,26.01,7.75,5.44,6.14,24.1,0.083,0.501,111.5,34.8,21.67,1.36,57.7,1.25,89.0,4,9,1,1,0.88,Low,Multifactorial,Carbon Dosing,2,0.97,Stressed,1,0.6
190,Intensive,Reservoir,Low,Low,29.15,8.41,4.2,7.66,10.8,0.433,0.325,173.7,55.0,27.44,1.92,126.1,2.06,64.9,7,8,3,0,0.83,Moderate,Growth Retardation,Probiotic,1,0.42,Stable,1,0.85
148,Semi-intensive,Borewell,High,Medium,28.2,7.99,4.1,7.0,18.1,0.213,0.24,117.3,43.2,8.65,2.18,144.4,1.78,72.6,3,7,9,0,1.24,Low,Bacterial Load,Probiotic,4,0.38,Stressed,0,0.7
101,Biofloc,Reservoir,Medium,High,27.29,7.68,4.76,7.57,23.5,0.105,0.243,129.2,49.0,25.96,1.68,169.5,1.26,62.5,8,1,2,0,1.29,Low,Growth Retardation,Mineral Correction,4,0.69,Failing,1,0.63
217,Intensive,Borewell,Medium,High,29.46,7.76,4.63,7.29,11.2,0.253,0.546,149.4,26.5,11.1,1.39,70.4,1.55,94.3,8,1,6,0,0.8,Moderate,Multifactorial,Carbon Dosing,4,0.96,Stressed,0,0.46
58,Semi-intensive,Borewell,Low,Low,31.48,7.25,5.18,8.06,9.1,0.298,0.085,121.0,58.9,24.74,0.89,76.9,1.69,70.5,2,1,3,0,0.79,Low,Environmental Stress,Carbon Dosing,2,0.89,Stressed,0,0.75
131,Semi-intensive,Reservoir,Medium,High,27.7,8.33,3.14,7.62,23.2,0.038,0.067,144.3,56.2,26.97,0.73,168.1,1.99,85.3,6,5,7,0,0.73,Moderate,Parasitic Stress,Probiotic,4,0.7,Stressed,1,0.55
227,Intensive,Borewell,Low,Low,30.43,7.73,3.1,7.15,20.0,0.228,0.256,162.8,37.5,8.12,2.07,43.1,1.72,66.4,2,2,2,0,1.38,Low,Environmental Stress,Water Exchange,4,0.53,Failing,1,0.65
41,Intensive,Reservoir,Low,High,28.45,7.24,3.68,7.83,12.4,0.4,0.286,127.2,55.3,26.41,1.1,148.7,2.38,68.7,3,2,2,1,0.86,Moderate,Bacterial Load,Mineral Correction,3,0.82,Stable,0,0.89
251,Intensive,Reservoir,Low,Medium,28.83,7.88,4.05,6.9,22.7,0.387,0.712,154.3,28.3,12.91,1.08,83.8,1.41,70.6,5,2,2,0,1.05,Moderate,Parasitic Stress,Water Exchange,1,0.74,Stable,1,0.64
128,Intensive,Canal,Low,Medium,29.31,7.8,3.58,5.73,26.3,0.228,0.561,102.2,46.2,13.71,1.21,139.7,2.37,86.0,9,1,5,0,0.94,High,Bacterial Load,Water Exchange,1,0.61,Failing,0,0.66
281,Intensive,Canal,Medium,High,26.94,7.65,3.01,6.01,22.6,0.116,0.607,88.1,36.2,19.16,1.03,168.8,1.4,79.6,0,3,4,1,0.75,Moderate,Multifactorial,Carbon Dosing,4,0.77,Failing,0,0.88
141,Semi-intensive,Reservoir,Medium,High,30.4,8.02,3.18,6.97,20.3,0.23,0.211,89.4,20.5,25.98,1.8,151.3,2.19,85.0,2,4,9,0,0.77,Low,Multifactorial,Mineral Correction,1,0.6,Failing,0,0.73
116,Intensive,Reservoir,Low,Low,28.71,7.67,4.79,5.67,15.6,0.34,0.247,86.1,30.1,12.97,1.38,162.1,1.73,70.4,0,7,8,0,1.38,Low,Growth Retardation,None,4,0.55,Failing,0,0.71
243,Biofloc,Reservoir,Low,High,26.32,8.42,3.48,7.6,17.5,0.444,0.71,129.2,59.3,22.18,1.14,177.1,2.38,66.8,3,2,8,0,1.2,High,Multifactorial,Mineral Correction,2,0.95,Stressed,0,0.53
54,Intensive,Canal,High,Low,29.3,7.82,5.07,6.25,21.3,0.134,0.481,110.1,23.0,8.91,0.77,69.2,1.29,89.6,4,6,1,0,1.1,Low,Growth Retardation,Mineral Correction,1,0.84,Stable,0,0.35
231,Biofloc,Borewell,High,High,26.76,8.15,3.14,7.97,17.5,0.224,0.499,129.6,40.3,9.71,1.58,102.9,2.26,74.0,4,7,8,1,1.27,Low,Multifactorial,Water Exchange,1,0.9,Failing,0,0.88
99,Biofloc,Canal,Medium,High,26.23,7.29,4.31,7.78,9.3,0.16,0.334,159.3,23.1,13.88,1.94,51.3,1.59,78.6,4,9,9,0,1.15,Low,Bacterial Load,Water Exchange,4,0.73,Stable,0,0.51
175,Intensive,Borewell,High,Medium,31.39,7.76,5.15,6.06,12.9,0.114,0.529,135.6,24.3,21.37,0.61,44.1,2.22,80.5,6,8,2,0,0.75,Moderate,Parasitic Stress,Probiotic,3,0.81,Stressed,1,0.31
171,Semi-intensive,Borewell,Medium,Low,26.46,8.38,3.08,6.02,20.3,0.125,0.494,91.9,35.4,19.29,0.83,56.6,2.17,92.6,3,6,6,0,1.36,Low,Multifactorial,Probiotic,4,0.78,Stable,0,0.47
194,Biofloc,Reservoir,Medium,High,27.46,8.0,4.24,7.52,13.9,0.2,0.337,147.4,52.1,15.07,0.63,112.6,1.68,74.3,6,4,4,0,1.2,Low,Bacterial Load,Probiotic,2,0.42,Failing,0,0.43
181,Biofloc,Canal,Medium,Low,26.74,8.26,4.13,7.98,22.6,0.298,0.828,112.6,48.6,16.98,1.84,44.0,2.29,80.6,4,5,5,0,0.9,Low,Bacterial Load,Mineral Correction,1,0.52,Stressed,1,0.84
55,Biofloc,Borewell,Medium,Low,29.19,7.24,3.55,7.93,23.3,0.158,0.573,118.6,22.8,15.56,2.06,162.8,2.09,71.0,8,4,4,0,1.33,High,Growth Retardation,Mineral Correction,1,0.33,Stable,0,0.69
263,Biofloc,Canal,High,Medium,26.21,7.37,3.97,6.87,17.1,0.253,0.323,148.5,51.9,27.84,0.72,156.9,2.07,77.9,2,1,9,0,1.15,Low,Parasitic Stress,Water Exchange,1,0.65,Stable,1,0.51
123,Intensive,Borewell,Medium,High,28.19,7.22,4.66,6.48,22.5,0.199,0.335,90.5,42.0,16.62,1.01,99.6,1.83,90.4,4,8,2,0,1.05,Low,Parasitic Stress,None,3,0.89,Stressed,1,0.62
282,Intensive,Canal,High,Medium,28.15,7.29,5.08,7.88,12.9,0.131,0.249,166.3,30.2,24.71,1.07,74.2,2.03,92.5,1,9,5,0,1.14,Low,Multifactorial,None,2,0.66,Failing,1,0.7
153,Semi-intensive,Reservoir,High,High,30.49,8.19,3.88,5.78,19.2,0.355,0.515,98.6,53.7,21.15,1.13,125.5,1.17,68.1,2,9,6,0,1.12,High,Bacterial Load,Probiotic,1,0.6,Stable,1,0.66
234,Biofloc,Borewell,Medium,High,31.68,7.72,5.46,8.1,28.3,0.238,0.288,171.1,27.5,10.25,1.33,56.7,1.58,76.4,6,4,6,0,0.94,Low,Multifactorial,None,1,0.46,Stressed,0,0.36
62,Semi-intensive,Borewell,High,Medium,29.32,7.75,3.37,5.58,28.9,0.178,0.086,147.2,20.8,10.33,1.07,131.3,1.48,84.6,3,7,5,0,1.39,Low,Parasitic Stress,None,3,0.98,Stable,1,0.87
72,Biofloc,Reservoir,Low,High,30.77,7.21,2.99,7.64,5.5,0.146,0.691,139.2,42.4,8.71,0.63,60.5,1.29,65.6,5,9,8,0,1.21,Moderate,Parasitic Stress,Carbon Dosing,1,0.41,Stable,1,0.71
207,Intensive,Reservoir,Medium,Low,30.65,8.26,3.11,8.01,23.1,0.033,0.115,130.5,31.7,9.3,1.24,125.4,1.35,80.3,5,1,3,0,1.32,Low,Growth Retardation,Carbon Dosing,1,0.42,Stable,1,0.26
215,Intensive,Borewell,Low,Low,29.97,7.28,3.01,8.08,16.7,0.47,0.531,107.6,58.5,13.62,1.48,173.5,1.11,94.7,0,2,4,1,0.96,High,Multifactorial,None,2,0.79,Stressed,1,0.86
97,Semi-intensive,Canal,Medium,High,27.3,7.99,3.62,7.78,18.6,0.073,0.251,129.6,29.4,8.46,1.19,78.1,2.2,62.9,8,3,4,0,0.86,Moderate,Parasitic Stress,Water Exchange,2,0.88,Stable,1,0.72
27,Semi-intensive,Borewell,Medium,High,31.71,7.31,3.68,7.01,9.7,0.26,0.524,169.5,44.0,21.31,0.82,98.7,1.41,75.0,3,3,3,1,1.07,Moderate,Multifactorial,Water Exchange,2,0.74,Failing,0,0.28
67,Intensive,Borewell,Medium,High,29.55,7.97,3.55,7.36,18.4,0.432,0.247,92.3,22.6,16.04,0.92,98.3,1.2,73.4,11,1,1,0,0.98,High,Environmental Stress,Carbon Dosing,1,0.78,Stressed,0,0.86
33,Intensive,Reservoir,Low,Medium,27.73,7.76,5.12,7.02,29.5,0.162,0.138,125.7,46.8,12.78,0.97,129.1,2.3,85.5,2,4,9,0,1.35,Low,Environmental Stress,Carbon Dosing,1,0.96,Stressed,1,0.56
20,Biofloc,Borewell,High,Medium,30.07,7.23,4.33,7.84,11.1,0.208,0.638,112.6,56.0,14.05,0.93,76.9,1.67,64.4,2,7,1,0,1.19,Low,Environmental Stress,Probiotic,1,0.63,Failing,0,0.41
99,Intensive,Borewell,High,Medium,29.57,8.24,3.27,5.83,13.1,0.301,0.411,127.7,41.5,24.26,1.94,59.1,1.13,75.7,8,2,7,0,1.2,High,Growth Retardation,Probiotic,3,0.62,Stable,0,0.23
144,Intensive,Borewell,High,Medium,30.31,8.32,3.9,7.71,7.0,0.345,0.257,101.6,28.6,12.18,1.5,135.6,1.95,62.3,2,4,5,0,1.12,Moderate,Growth Retardation,Carbon Dosing,1,0.43,Failing,1,0.85
31,Biofloc,Borewell,High,Low,28.36,7.92,4.34,5.86,23.2,0.303,0.52,93.6,27.0,21.87,1.37,117.0,1.43,63.6,9,6,8,0,0.87,High,Environmental Stress,Mineral Correction,3,0.39,Stressed,1,0.8
56,Semi-intensive,Canal,Medium,High,26.97,8.1,4.57,7.03,14.1,0.242,0.804,171.8,23.6,27.01,1.69,52.1,1.66,73.7,0,4,7,0,1.08,Low,Bacterial Load,None,2,0.82,Stressed,0,0.35
222,Intensive,Canal,High,Low,27.07,7.91,3.34,5.57,28.9,0.115,0.739,116.2,22.2,14.13,0.82,154.2,2.24,77.3,3,3,6,0,1.26,Moderate,Environmental Stress,Carbon Dosing,2,0.93,Stable,1,0.59
92,Intensive,Canal,High,Medium,31.46,8.01,3.09,7.13,8.1,0.002,0.38,103.3,48.3,19.02,1.16,101.5,2.37,70.6,7,2,6,0,1.09,Moderate,Environmental Stress,None,2,0.37,Failing,1,0.81
57,Intensive,Canal,Medium,Low,30.23,7.6,3.6,7.3,9.7,0.258,0.423,124.9,39.1,17.92,1.58,137.4,2.11,79.6,6,5,7,0,0.77,Moderate,Multifactorial,Mineral Correction,1,0.96,Stressed,1,0.74
16,Intensive,Borewell,Low,Low,26.44,7.86,3.26,7.82,16.8,0.144,0.108,155.7,21.2,12.46,2.04,154.5,1.53,71.5,0,2,8,0,1.28,Low,Bacterial Load,Mineral Correction,4,0.32,Stressed,1,0.5
148,Intensive,Canal,High,Medium,28.86,8.03,5.47,7.23,19.5,0.151,0.621,158.2,33.1,13.86,0.77,40.6,1.95,68.3,4,1,3,0,0.71,Low,Multifactorial,Water Exchange,1,0.65,Stable,1,0.9
191,Semi-intensive,Canal,Medium,High,28.17,8.08,4.93,5.78,13.0,0.16,0.393,119.5,23.2,22.77,1.1,94.1,1.23,66.2,7,1,3,0,1.11,Low,Bacterial Load,None,1,0.46,Stressed,1,0.51
98,Semi-intensive,Reservoir,High,High,31.09,8.15,3.82,7.13,22.2,0.222,0.65,108.5,50.6,23.46,1.74,148.2,1.5,91.4,2,4,2,0,1.2,Moderate,Growth Retardation,Probiotic,3,0.65,Stressed,0,0.72
272,Semi-intensive,Borewell,High,Low,28.88,7.9,3.61,7.04,23.7,0.121,0.218,127.3,37.0,21.67,1.11,162.3,1.49,85.3,5,1,8,0,1.35,Low,Parasitic Stress,Mineral Correction,4,0.84,Stressed,0,0.65
109,Biofloc,Canal,Medium,Low,28.79,7.59,5.28,6.92,15.7,0.24,0.244,115.1,25.9,12.3,1.76,132.5,2.04,69.1,10,6,3,1,0.74,Low,Multifactorial,None,4,0.31,Stressed,1,0.58
35,Intensive,Reservoir,Medium,High,26.73,7.92,3.58,6.91,14.2,0.357,0.265,166.2,44.9,24.8,1.03,58.0,1.94,83.4,0,2,1,1,0.85,Moderate,Multifactorial,Carbon Dosing,4,0.91,Failing,1,0.89
128,Biofloc,Canal,High,High,27.12,8.01,4.32,6.03,23.1,0.094,0.253,121.0,39.0,22.84,1.3,172.8,2.23,60.5,4,8,6,0,1.3,Low,Multifactorial,Water Exchange,1,0.48,Stressed,0,0.58
236,Semi-intensive,Reservoir,High,Low,30.95,8.15,4.19,6.7,12.5,0.239,0.141,128.0,27.8,27.0,0.92,43.5,1.4,91.8,3,1,5,0,1.02,Low,Parasitic Stress,Water Exchange,4,0.75,Failing,1,0.56
14,Biofloc,Reservoir,Medium,Medium,29.85,8.47,4.6,5.67,26.6,0.393,0.409,140.3,48.7,26.91,1.78,150.4,1.35,84.1,5,8,7,0,0.82,Low,Environmental Stress,None,1,0.34,Stable,1,0.77
217,Intensive,Reservoir,Low,Medium,30.98,7.25,3.2,7.57,7.2,0.4,0.431,102.8,30.0,19.48,1.33,78.1,1.44,85.1,5,3,8,0,1.09,Moderate,Multifactorial,None,2,0.59,Stable,1,0.56
92,Biofloc,Canal,Medium,High,28.4,7.78,4.16,6.74,24.9,0.226,0.398,156.6,49.8,21.11,1.29,92.2,2.38,63.8,5,3,5,0,1.14,Low,Multifactorial,Water Exchange,3,0.38,Stressed,0,0.49
5,Biofloc,Borewell,Medium,Medium,30.94,7.34,3.15,7.34,11.1,0.147,0.346,114.5,45.1,8.67,1.38,53.7,1.34,73.4,3,2,3,0,1.29,Low,Parasitic Stress,Mineral Correction,4,0.54,Stressed,1,0.23
107,Biofloc,Borewell,Low,High,28.77,7.4,2.91,6.91,16.6,0.198,0.329,88.5,49.5,21.87,0.7,119.8,1.32,87.5,7,4,3,0,0.9,Moderate,Growth Retardation,Probiotic,1,0.48,Failing,0,0.82
281,Semi-intensive,Canal,High,High,27.22,8.1,3.38,7.7,25.5,0.213,0.482,162.2,33.8,23.24,0.73,135.3,1.55,63.9,5,6,7,0,0.92,Low,Growth Retardation,Water Exchange,1,0.38,Stable,0,0.25
212,Biofloc,Reservoir,High,Medium,30.26,7.7,3.42,5.78,24.5,0.315,0.396,154.9,34.4,24.32,0.73,161.7,2.07,63.0,8,5,7,0,0.97,High,Bacterial Load,None,4,0.72,Stable,1,0.4
57,Biofloc,Reservoir,Medium,Low,27.46,7.48,5.19,6.92,18.3,0.21,0.285,134.7,21.1,26.42,1.1,150.3,1.33,79.3,5,3,9,0,1.29,Low,Growth Retardation,None,1,0.73,Failing,0,0.48
178,Intensive,Canal,Medium,High,28.27,8.15,4.21,6.39,25.2,0.209,0.459,178.7,54.0,16.14,1.41,114.7,2.33,86.4,0,2,8,0,0.91,Low,Multifactorial,Water Exchange,2,0.83,Stressed,1,0.4
19,Semi-intensive,Canal,Medium,Medium,28.45,7.34,4.31,6.38,21.9,0.349,0.056,123.4,46.3,21.25,0.67,78.4,1.47,92.0,4,6,2,0,1.02,Low,Growth Retardation,Water Exchange,4,0.73,Stable,0,0.85
55,Intensive,Reservoir,Medium,High,31.82,7.87,3.0,7.61,29.3,0.299,0.197,156.9,25.4,26.32,1.92,135.0,1.61,63.8,1,7,3,0,0.98,Low,Parasitic Stress,Mineral Correction,4,0.6,Failing,1,0.29
286,Semi-intensive,Reservoir,Medium,Medium,31.57,7.87,2.94,7.7,10.3,0.157,0.417,125.4,22.9,20.1,1.62,57.9,2.39,63.6,10,6,9,0,1.28,Moderate,Bacterial Load,Mineral Correction,3,0.49,Failing,1,0.23
41,Intensive,Canal,Low,High,28.35,7.24,4.57,7.6,17.6,0.165,0.006,127.1,23.4,25.61,1.63,118.8,2.38,72.1,2,8,7,0,1.07,Low,Growth Retardation,Mineral Correction,3,0.51,Failing,0,0.62
209,Biofloc,Canal,High,Medium,28.41,7.52,4.75,6.47,19.5,0.179,0.011,126.1,45.1,20.15,1.99,152.7,1.74,65.7,6,2,5,0,1.02,Low,Environmental Stress,None,3,0.4,Failing,1,0.56
192,Intensive,Borewell,Medium,Low,28.78,7.38,4.52,7.24,21.3,0.054,0.6,121.6,40.1,25.91,1.73,72.1,1.33,84.6,7,8,1,0,1.32,Moderate,Parasitic Stress,Carbon Dosing,1,0.54,Stable,1,0.42
246,Intensive,Reservoir,Medium,Low,31.94,8.33,5.47,5.86,10.4,0.159,0.695,130.7,59.7,20.1,1.86,100.9,1.37,66.1,9,6,6,1,1.37,Moderate,Parasitic Stress,None,3,0.48,Failing,0,0.78
231,Biofloc,Borewell,Medium,High,28.14,7.65,5.15,7.34,13.6,0.247,0.334,90.9,39.6,22.68,0.73,77.9,1.56,82.3,4,5,2,0,1.07,Low,Environmental Stress,Probiotic,2,0.53,Stable,0,0.42
148,Biofloc,Reservoir,High,Medium,26.23,7.87,4.58,8.16,16.8,0.297,0.003,154.6,56.1,10.75,1.86,113.7,1.2,87.1,7,7,3,0,1.14,Low,Parasitic Stress,None,2,0.74,Stressed,0,0.53
221,Semi-intensive,Reservoir,Medium,High,31.1,7.97,5.14,7.12,15.6,0.238,0.496,156.1,52.5,24.67,1.08,105.7,2.36,77.4,8,6,9,0,0.81,Low,Bacterial Load,None,2,0.97,Failing,0,0.72
104,Biofloc,Canal,Medium,Low,29.55,7.8,3.9,7.09,8.5,0.073,0.349,148.1,20.1,19.99,0.71,134.3,1.65,81.2,0,5,6,0,1.37,Low,Growth Retardation,Water Exchange,4,0.81,Stressed,0,0.2
192,Semi-intensive,Reservoir,Medium,Low,30.48,7.33,5.01,7.45,26.8,0.39,0.307,176.7,51.7,13.65,0.88,95.8,1.93,93.9,3,1,5,0,1.22,Low,Growth Retardation,Probiotic,1,0.95,Stressed,1,0.68
130,Biofloc,Reservoir,Medium,High,27.0,8.27,4.11,6.99,19.4,0.265,0.428,132.0,29.7,8.17,1.34,100.8,2.33,70.1,8,8,3,0,1.27,Low,Parasitic Stress,None,2,0.67,Stable,0,0.58
48,Biofloc,Reservoir,High,Medium,27.68,8.28,4.92,7.23,29.5,0.126,0.37,141.8,59.3,11.95,2.06,103.2,2.04,89.9,3,5,9,0,1.06,Low,Parasitic Stress,Water Exchange,3,0.8,Stable,0,0.28
267,Semi-intensive,Reservoir,High,Medium,28.86,8.38,5.36,6.56,25.3,0.202,0.7,159.3,26.4,19.25,1.03,96.2,2.23,92.9,3,4,6,1,0.94,Low,Growth Retardation,Carbon Dosing,4,0.67,Stable,0,0.6
43,Biofloc,Canal,High,Low,29.86,8.36,5.01,5.74,29.7,0.291,0.416,114.9,38.6,23.9,1.52,117.3,1.66,68.3,1,8,9,0,1.16,Low,Environmental Stress,Water Exchange,2,0.38,Stable,0,0.45
77,Intensive,Reservoir,High,Low,28.42,7.27,3.71,7.07,9.5,0.147,0.536,152.7,31.6,10.69,0.64,109.0,1.94,86.6,4,2,9,0,1.03,Moderate,Multifactorial,None,2,0.53,Stable,1,0.57
80,Intensive,Reservoir,Low,High,28.0,7.96,5.14,7.96,17.7,0.307,0.431,134.8,38.2,21.1,1.56,173.4,1.7,92.6,2,2,6,0,0.76,Low,Multifactorial,Water Exchange,4,0.96,Failing,1,0.48
24,Biofloc,Reservoir,Medium,High,31.55,7.8,5.0,6.17,29.6,0.157,0.068,137.3,23.2,12.14,1.3,131.9,1.89,82.4,1,6,7,0,1.25,Low,Growth Retardation,Water Exchange,2,0.94,Failing,0,0.76
22,Intensive,Canal,Medium,Low,31.66,7.31,5.01,5.75,16.0,0.255,0.318,84.4,29.4,27.16,1.57,44.4,1.93,60.4,0,2,4,0,0.99,Low,Parasitic Stress,None,1,0.87,Stable,0,0.49
128,Semi-intensive,Canal,High,Low,30.86,8.14,5.37,6.46,20.9,0.48,0.199,123.9,53.4,16.01,1.14,50.7,1.57,72.4,5,8,1,0,1.11,Low,Growth Retardation,Water Exchange,3,0.74,Stressed,1,0.56
